ID_compra,ID_cliente,cidade,uf,regiao,idade,sexo_biologico,cashback,avaliacao_compra
3050,7835,Curitiba,Paraná,Sul,32,Masculino,Sim,4
37,7956,Campinas,São Paulo,Sudeste,28,Masculino,Não,9
5799,9889,João Pessoa,Paraíba,Nordeste,40,Feminino,Sim,9
3308,6039,Fortaleza,Ceará,Nordeste,35,Feminino,Sim,9
512,8511,São João de Meriti,Rio de Janeiro,Sudeste,37,Feminino,Não,8
615,5279,São João de Meriti,Rio de Janeiro,Sudeste,40,Feminino,Não,10
3411,4261,São João de Meriti,Rio de Janeiro,Sudeste,37,Feminino,Sim,10
2960,6933,São João de Meriti,Rio de Janeiro,Sudeste,23,Feminino,Sim,9
1557,3249,Salvador,Bahia,Nordeste,30,Feminino,Sim,9
587,6402,Fortaleza,Ceará,Nordeste,34,Masculino,Sim,9
2556,4638,Rio de Janeiro,Rio de Janeiro,Sudeste,26,Feminino,Não,9
1537,3770,Brasília,Distrito Federal,Centro-Oeste,65,Feminino,Não,9
5646,5026,Rio de Janeiro,Rio de Janeiro,Sudeste,44,Feminino,Não,9
706,7337,Campinas,São Paulo,Sudeste,30,Feminino,Sim,7
2930,1875,São Paulo,São Paulo,Sudeste,40,Masculino,Sim,7
535,6350,Fortaleza,Ceará,Nordeste,41,Feminino,Não,9
42,1777,São João de Meriti,Rio de Janeiro,Sudeste,46,Masculino,Não,9
3438,1084,São João de Meriti,Rio de Janeiro,Sudeste,19,Masculino,Sim,8
3418,5084,São João de Meriti,Rio de Janeiro,Sudeste,24,Feminino,Sim,9
4732,4079,Brasília,Distrito Federal,Centro-Oeste,34,Masculino,Sim,6
1269,2483,São João de Meriti,Rio de Janeiro,Sudeste,44,Feminino,Não,9
4358,3129,Salvador,Bahia,Nordeste,48,Masculino,Não,2
872,6760,São João de Meriti,Rio de Janeiro,Sudeste,56,Masculino,Não,7
942,2638,Salvador,Bahia,Nordeste,39,Masculino,Sim,10
2336,3378,Brasília,Distrito Federal,Centro-Oeste,37,Feminino,Sim,10
3673,4857,Rio de Janeiro,Rio de Janeiro,Sudeste,39,Masculino,Não,9
1801,8596,Curitiba,Paraná,Sul,37,Feminino,Sim,9
5632,5821,Porto Alegre,Rio Grande do Sul,Sul,21,Masculino,Não,9
4456,4163,Brasília,Distrito Federal,Centro-Oeste,38,Masculino,Sim,10
1642,4275,São João de Meriti,Rio de Janeiro,Sudeste,53,Feminino,Não,10
15,9682,São João de Meriti,Rio de Janeiro,Sudeste,48,Masculino,Não,9
4021,4801,São João de Meriti,Rio de Janeiro,Sudeste,34,Masculino,Sim,8
474,2383,Salvador,Bahia,Nordeste,48,Feminino,Não,10
3545,5154,Rio de Janeiro,Rio de Janeiro,Sudeste,31,Masculino,Não,10
2173,8496,Natal,Rio Grande do Norte,Nordeste,46,Feminino,Não,4
31,5768,Fortaleza,Ceará,Nordeste,35,Masculino,Sim,9
4141,7130,São João de Meriti,Rio de Janeiro,Sudeste,22,Masculino,Sim,10
1369,2543,São João de Meriti,Rio de Janeiro,Sudeste,46,Masculino,Não,7
5024,5363,São João de Meriti,Rio de Janeiro,Sudeste,44,Masculino,Não,9
613,4909,São João de Meriti,Rio de Janeiro,Sudeste,52,Feminino,Não,10
2848,6303,Porto Alegre,Rio Grande do Sul,Sul,47,Feminino,Não,8
2548,6859,São João de Meriti,Rio de Janeiro,Sudeste,33,Masculino,Sim,5
3593,5647,São João de Meriti,Rio de Janeiro,Sudeste,37,Feminino,Sim,9
789,1211,São João de Meriti,Rio de Janeiro,Sudeste,27,Masculino,Sim,10
2919,5097,Fortaleza,Ceará,Nordeste,26,Masculino,Sim,9
5831,2778,São Paulo,São Paulo,Sudeste,32,Feminino,Sim,9
4782,8329,São João de Meriti,Rio de Janeiro,Sudeste,23,Masculino,Sim,9
77,9494,João Pessoa,Paraíba,Nordeste,38,Feminino,Não,10
1525,4968,São João de Meriti,Rio de Janeiro,Sudeste,35,Feminino,Sim,8
5132,1841,São João de Meriti,Rio de Janeiro,Sudeste,36,Masculino,Sim,8
5822,2431,São Paulo,São Paulo,Sudeste,37,Masculino,Sim,7
1775,6451,São João de Meriti,Rio de Janeiro,Sudeste,38,Masculino,Sim,10
2651,7908,Campinas,São Paulo,Sudeste,36,Masculino,Sim,9
5754,3690,São João de Meriti,Rio de Janeiro,Sudeste,37,Feminino,Sim,8
5563,1875,São Paulo,São Paulo,Sudeste,40,Masculino,Sim,8
4331,1654,São João de Meriti,Rio de Janeiro,Sudeste,37,Masculino,Não,7
4143,4607,Rio de Janeiro,Rio de Janeiro,Sudeste,43,Masculino,Não,9
3253,4112,São João de Meriti,Rio de Janeiro,Sudeste,28,Feminino,Não,9
5803,5770,Porto Alegre,Rio Grande do Sul,Sul,36,Feminino,Sim,9
5966,4707,Brasília,Distrito Federal,Centro-Oeste,18,Feminino,Sim,10
3803,4611,Brasília,Distrito Federal,Centro-Oeste,37,Feminino,Não,10
1861,1406,Piracicaba,São Paulo,Sudeste,33,Feminino,Sim,7
1968,6757,Piracicaba,São Paulo,Sudeste,18,Feminino,Sim,7
3976,4051,Piracicaba,São Paulo,Sudeste,40,Masculino,Não,9
2948,1338,São Paulo,São Paulo,Sudeste,31,Masculino,Não,9
977,1562,São Paulo,São Paulo,Sudeste,18,Feminino,Não,9
5936,5621,Porto Alegre,Rio Grande do Sul,Sul,48,Feminino,Não,9
5022,2951,Brasília,Distrito Federal,Centro-Oeste,18,Feminino,Sim,9
4048,9218,João Pessoa,Paraíba,Nordeste,43,Masculino,Não,10
1874,4773,Piracicaba,São Paulo,Sudeste,43,Feminino,Não,9
5705,5814,Porto Alegre,Rio Grande do Sul,Sul,52,Masculino,Não,10
5121,1655,Piracicaba,São Paulo,Sudeste,32,Masculino,Sim,9
172,5463,Fortaleza,Ceará,Nordeste,45,Masculino,Não,9
6017,4498,Piracicaba,São Paulo,Sudeste,45,Feminino,Não,8
5787,4480,Belo Horizonte,Minas Gerais,Sudeste,31,Feminino,Não,9
1547,5267,São Paulo,São Paulo,Sudeste,49,Masculino,Não,9
3089,1983,Piracicaba,São Paulo,Sudeste,38,Feminino,Sim,10
629,1169,Piracicaba,São Paulo,Sudeste,36,Masculino,Sim,10
2042,4555,Piracicaba,São Paulo,Sudeste,27,Feminino,Sim,9
2844,1721,Piracicaba,São Paulo,Sudeste,55,Masculino,Não,10
5849,5333,Piracicaba,São Paulo,Sudeste,38,Masculino,Sim,9
281,4762,Piracicaba,São Paulo,Sudeste,57,Feminino,Não,9
1527,2623,Salvador,Bahia,Nordeste,23,Masculino,Não,9
1242,3125,Piracicaba,São Paulo,Sudeste,56,Masculino,Não,10
4948,3480,Salvador,Bahia,Nordeste,30,Masculino,Não,8
2763,1701,Piracicaba,São Paulo,Sudeste,33,Feminino,Sim,7
6089,5702,Piracicaba,São Paulo,Sudeste,36,Feminino,Não,10
1897,6900,Piracicaba,São Paulo,Sudeste,36,Masculino,Sim,7
5766,7779,Piracicaba,São Paulo,Sudeste,40,Masculino,Não,8
1170,1477,Piracicaba,São Paulo,Sudeste,20,Feminino,Não,10
236,4305,Piracicaba,São Paulo,Sudeste,36,Feminino,Sim,9
1292,3281,Salvador,Bahia,Nordeste,33,Masculino,Não,9
5491,3144,Brasília,Distrito Federal,Centro-Oeste,27,Feminino,Não,9
1364,5504,Porto Alegre,Rio Grande do Sul,Sul,25,Masculino,Sim,7
5600,4232,Belo Horizonte,Minas Gerais,Sudeste,40,Masculino,Sim,9
2157,2067,Recife,Pernambuco,Nordeste,40,Feminino,Sim,8
5473,7712,Piracicaba,São Paulo,Sudeste,54,Masculino,Não,9
827,4855,Piracicaba,São Paulo,Sudeste,48,Masculino,Não,4
2351,2848,Salvador,Bahia,Nordeste,45,Masculino,Não,9
4008,5384,Piracicaba,São Paulo,Sudeste,39,Masculino,Não,7
3362,3813,Piracicaba,São Paulo,Sudeste,42,Masculino,Não,9
4293,6411,Piracicaba,São Paulo,Sudeste,19,Feminino,Sim,7
5917,4684,Piracicaba,São Paulo,Sudeste,56,Feminino,Não,10
3266,8649,Piracicaba,São Paulo,Sudeste,50,Feminino,Não,4
4187,3876,Piracicaba,São Paulo,Sudeste,43,Feminino,Não,9
2933,9091,Piracicaba,São Paulo,Sudeste,33,Masculino,Não,9
1975,2887,São Paulo,São Paulo,Sudeste,25,Feminino,Sim,9
3185,6183,Porto Alegre,Rio Grande do Sul,Sul,35,Masculino,Sim,9
4367,7146,Piracicaba,São Paulo,Sudeste,43,Feminino,Não,7
3455,3145,Piracicaba,São Paulo,Sudeste,46,Masculino,Não,9
5355,7828,Piracicaba,São Paulo,Sudeste,47,Masculino,Não,8
5186,3835,Piracicaba,São Paulo,Sudeste,35,Feminino,Sim,10
3251,3761,Piracicaba,São Paulo,Sudeste,49,Masculino,Não,7
4139,2452,Piracicaba,São Paulo,Sudeste,48,Feminino,Não,7
1683,6797,Piracicaba,São Paulo,Sudeste,49,Masculino,Não,8
1339,9459,Piracicaba,São Paulo,Sudeste,36,Feminino,Sim,10
6035,1373,Piracicaba,São Paulo,Sudeste,45,Masculino,Não,6
1830,7219,Campina Grande,Paraíba,Nordeste,34,Masculino,Sim,8
1201,7484,Curitiba,Paraná,Sul,33,Masculino,Sim,9
3259,7711,Campina Grande,Paraíba,Nordeste,39,Feminino,Sim,7
4690,7755,Campina Grande,Paraíba,Nordeste,48,Masculino,Não,9
3219,1501,São Paulo,São Paulo,Sudeste,43,Masculino,Não,4
5678,2190,Recife,Pernambuco,Nordeste,44,Masculino,Não,10
2912,9799,Campina Grande,Paraíba,Nordeste,33,Feminino,Não,10
1380,1768,Campina Grande,Paraíba,Nordeste,33,Feminino,Sim,10
6084,2405,Campina Grande,Paraíba,Nordeste,48,Masculino,Não,10
6139,7276,Curitiba,Paraná,Sul,46,Masculino,Não,9
5955,2772,Salvador,Bahia,Nordeste,32,Feminino,Não,10
3419,7929,Campinas,São Paulo,Sudeste,32,Feminino,Sim,9
971,3240,Brasília,Distrito Federal,Centro-Oeste,44,Feminino,Não,9
4754,9050,Recife,Pernambuco,Nordeste,57,Masculino,Não,10
2217,9784,Campina Grande,Paraíba,Nordeste,34,Masculino,Sim,10
2810,3081,Campina Grande,Paraíba,Nordeste,31,Feminino,Sim,6
4104,9116,Recife,Pernambuco,Nordeste,32,Feminino,Sim,4
1110,2211,Campina Grande,Paraíba,Nordeste,30,Masculino,Sim,10
3334,2103,Recife,Pernambuco,Nordeste,41,Masculino,Não,10
867,5019,Fortaleza,Ceará,Nordeste,32,Masculino,Sim,7
3737,6574,Campina Grande,Paraíba,Nordeste,25,Masculino,Não,8
5837,8143,Campina Grande,Paraíba,Nordeste,62,Masculino,Não,9
3764,1228,São Paulo,São Paulo,Sudeste,41,Masculino,Não,9
3797,3168,Brasília,Distrito Federal,Centro-Oeste,41,Feminino,Não,7
1728,6343,Campina Grande,Paraíba,Nordeste,36,Masculino,Não,7
1300,1720,Campina Grande,Paraíba,Nordeste,18,Feminino,Não,8
3942,4923,Campina Grande,Paraíba,Nordeste,41,Masculino,Não,5
3929,8141,Campinas,São Paulo,Sudeste,31,Feminino,Sim,9
382,6384,Porto Alegre,Rio Grande do Sul,Sul,35,Feminino,Sim,9
5226,6792,Campina Grande,Paraíba,Nordeste,41,Masculino,Não,7
17,9813,Campina Grande,Paraíba,Nordeste,18,Masculino,Sim,9
5817,2098,Campina Grande,Paraíba,Nordeste,21,Feminino,Sim,10
4566,1800,São Paulo,São Paulo,Sudeste,42,Feminino,Não,9
2947,7339,Campina Grande,Paraíba,Nordeste,54,Masculino,Não,2
2023,9999,Campina Grande,Paraíba,Nordeste,32,Masculino,Sim,9
1203,4333,Belo Horizonte,Minas Gerais,Sudeste,32,Masculino,Sim,4
5887,6057,Porto Alegre,Rio Grande do Sul,Sul,41,Masculino,Não,10
1439,7163,Campina Grande,Paraíba,Nordeste,25,Masculino,Sim,10
4482,6162,Porto Alegre,Rio Grande do Sul,Sul,34,Masculino,Não,8
6066,3100,Campina Grande,Paraíba,Nordeste,59,Feminino,Não,10
457,7282,Campinas,São Paulo,Sudeste,37,Masculino,Sim,9
4555,2695,Campina Grande,Paraíba,Nordeste,28,Masculino,Sim,8
2999,1454,Campina Grande,Paraíba,Nordeste,46,Feminino,Não,9
5973,3088,Salvador,Bahia,Nordeste,50,Masculino,Não,10
5659,5830,Campina Grande,Paraíba,Nordeste,53,Masculino,Não,9
4201,6247,Porto Alegre,Rio Grande do Sul,Sul,28,Masculino,Não,10
757,7739,Campina Grande,Paraíba,Nordeste,50,Feminino,Não,5
5861,2929,Salvador,Bahia,Nordeste,44,Feminino,Não,9
5275,8182,Campina Grande,Paraíba,Nordeste,27,Feminino,Sim,8
52,2812,Campina Grande,Paraíba,Nordeste,50,Feminino,Não,8
5789,6744,Campina Grande,Paraíba,Nordeste,35,Masculino,Sim,8
4530,3539,Salvador,Bahia,Nordeste,23,Masculino,Sim,9
1296,1738,Campina Grande,Paraíba,Nordeste,42,Feminino,Não,9
5565,2435,Campina Grande,Paraíba,Nordeste,39,Feminino,Não,9
1912,4992,Campina Grande,Paraíba,Nordeste,36,Masculino,Não,9
4394,3022,Campina Grande,Paraíba,Nordeste,44,Feminino,Não,10
131,5222,Fortaleza,Ceará,Nordeste,56,Feminino,Não,10
2250,4354,Belo Horizonte,Minas Gerais,Sudeste,38,Masculino,Sim,9
1089,5063,Santos,São Paulo,Sudeste,23,Feminino,Sim,7
4726,6475,Santos,São Paulo,Sudeste,55,Feminino,Não,10
2421,6604,Santos,São Paulo,Sudeste,48,Masculino,Não,7
4446,9730,Santos,São Paulo,Sudeste,41,Feminino,Não,7
1940,9815,João Pessoa,Paraíba,Nordeste,43,Masculino,Não,9
5310,1852,Santos,São Paulo,Sudeste,29,Feminino,Não,9
1282,8522,Curitiba,Paraná,Sul,42,Masculino,Não,9
3143,8427,Santos,São Paulo,Sudeste,44,Masculino,Não,9
4040,2996,Brasília,Distrito Federal,Centro-Oeste,45,Feminino,Não,8
4081,3626,Belo Horizonte,Minas Gerais,Sudeste,34,Masculino,Sim,8
3098,7071,Santos,São Paulo,Sudeste,36,Feminino,Sim,9
4341,8466,Santos,São Paulo,Sudeste,25,Masculino,Sim,10
5554,6668,Santos,São Paulo,Sudeste,43,Masculino,Não,9
2400,5555,Porto Alegre,Rio Grande do Sul,Sul,56,Masculino,Não,9
4934,5772,Porto Alegre,Rio Grande do Sul,Sul,39,Feminino,Sim,9
3809,1244,Santos,São Paulo,Sudeste,38,Masculino,Sim,9
1523,4469,Santos,São Paulo,Sudeste,31,Masculino,Sim,7
5696,2576,Santos,São Paulo,Sudeste,40,Feminino,Não,1
2106,1303,São Paulo,São Paulo,Sudeste,43,Feminino,Não,10
3026,8066,Campinas,São Paulo,Sudeste,40,Feminino,Sim,9
267,7077,Santos,São Paulo,Sudeste,48,Feminino,Não,9
2282,4724,Santos,São Paulo,Sudeste,35,Masculino,Sim,6
1185,7027,Santos,São Paulo,Sudeste,58,Feminino,Não,7
171,3217,Santos,São Paulo,Sudeste,27,Masculino,Não,9
2760,4095,Santos,São Paulo,Sudeste,29,Masculino,Sim,10
5115,8314,Santos,São Paulo,Sudeste,30,Masculino,Sim,10
2092,5505,Porto Alegre,Rio Grande do Sul,Sul,42,Feminino,Não,9
4886,2425,Santos,São Paulo,Sudeste,39,Feminino,Sim,10
2267,2650,Santos,São Paulo,Sudeste,30,Feminino,Sim,7
2007,9752,João Pessoa,Paraíba,Nordeste,38,Feminino,Sim,10
4630,5257,Santos,São Paulo,Sudeste,36,Feminino,Sim,8
2050,2889,Santos,São Paulo,Sudeste,48,Feminino,Não,8
5751,2927,São Paulo,São Paulo,Sudeste,42,Masculino,Não,9
5899,8278,Santos,São Paulo,Sudeste,25,Feminino,Sim,10
4640,8046,Santos,São Paulo,Sudeste,35,Masculino,Sim,8
365,7412,Curitiba,Paraná,Sul,46,Masculino,Não,9
4369,9466,Santos,São Paulo,Sudeste,51,Feminino,Não,5
5035,4245,Santos,São Paulo,Sudeste,49,Feminino,Não,9
3915,6166,Fortaleza,Ceará,Nordeste,35,Feminino,Sim,3
6127,5465,Porto Alegre,Rio Grande do Sul,Sul,26,Feminino,Não,9
4371,2038,Santos,São Paulo,Sudeste,54,Masculino,Não,8
3696,2250,Santos,São Paulo,Sudeste,29,Feminino,Sim,10
2959,3826,Belo Horizonte,Minas Gerais,Sudeste,30,Feminino,Sim,9
2152,8036,Santos,São Paulo,Sudeste,29,Masculino,Sim,9
973,4334,Santos,São Paulo,Sudeste,44,Masculino,Não,8
1341,3098,Brasília,Distrito Federal,Centro-Oeste,27,Feminino,Sim,6
1392,4839,Santos,São Paulo,Sudeste,42,Feminino,Não,9
2280,6273,Santos,São Paulo,Sudeste,53,Masculino,Não,10
3392,1078,Santos,São Paulo,Sudeste,49,Masculino,Não,10
5993,9475,João Pessoa,Paraíba,Nordeste,45,Feminino,Não,9
3578,7563,Santos,São Paulo,Sudeste,41,Masculino,Não,10
2666,2028,Santos,São Paulo,Sudeste,55,Feminino,Não,4
3261,6347,Fortaleza,Ceará,Nordeste,42,Masculino,Não,8
2075,9007,Santos,São Paulo,Sudeste,32,Feminino,Sim,8
3611,2781,Salvador,Bahia,Nordeste,35,Masculino,Sim,8
2303,5373,Rio de Janeiro,Rio de Janeiro,Sudeste,31,Masculino,Sim,4
36,4977,Santos,São Paulo,Sudeste,33,Feminino,Sim,9
3224,9800,Mauá,São Paulo,Sudeste,25,Masculino,Sim,7
2654,7098,Curitiba,Paraná,Sul,29,Feminino,Sim,8
1036,3557,Salvador,Bahia,Nordeste,38,Masculino,Sim,10
1697,6411,Mauá,São Paulo,Sudeste,19,Feminino,Sim,10
3930,9907,Recife,Pernambuco,Nordeste,28,Masculino,Sim,9
5391,2618,Mauá,São Paulo,Sudeste,32,Masculino,Sim,8
692,2126,Mauá,São Paulo,Sudeste,41,Feminino,Não,10
3193,5413,Rio de Janeiro,Rio de Janeiro,Sudeste,34,Masculino,Sim,9
550,8465,Curitiba,Paraná,Sul,41,Masculino,Não,7
4079,4803,Mauá,São Paulo,Sudeste,28,Feminino,Sim,9
4664,2451,Salvador,Bahia,Nordeste,39,Feminino,Sim,10
1922,8525,Curitiba,Paraná,Sul,31,Feminino,Sim,10
2745,1415,Mauá,São Paulo,Sudeste,37,Masculino,Sim,9
5497,3780,Mauá,São Paulo,Sudeste,44,Feminino,Não,8
5402,6378,Mauá,São Paulo,Sudeste,37,Masculino,Não,10
3712,8237,Curitiba,Paraná,Sul,26,Feminino,Sim,9
1983,6837,Mauá,São Paulo,Sudeste,39,Masculino,Não,9
1396,4655,Mauá,São Paulo,Sudeste,44,Masculino,Não,9
2156,9867,Mauá,São Paulo,Sudeste,25,Feminino,Sim,9
4999,2538,Mauá,São Paulo,Sudeste,29,Feminino,Sim,9
998,7076,Mauá,São Paulo,Sudeste,37,Masculino,Sim,7
274,1656,São Paulo,São Paulo,Sudeste,31,Masculino,Sim,10
4014,3164,Brasília,Distrito Federal,Centro-Oeste,26,Feminino,Sim,9
727,2198,Mauá,São Paulo,Sudeste,29,Feminino,Sim,10
1731,9000,Natal,Rio Grande do Norte,Nordeste,39,Masculino,Sim,10
3269,7454,Mauá,São Paulo,Sudeste,36,Masculino,Não,9
4576,4398,Belo Horizonte,Minas Gerais,Sudeste,48,Feminino,Não,9
4795,1057,São Paulo,São Paulo,Sudeste,23,Masculino,Sim,6
1879,4071,Belo Horizonte,Minas Gerais,Sudeste,31,Feminino,Sim,9
1272,2908,Salvador,Bahia,Nordeste,39,Masculino,Sim,9
2927,9319,João Pessoa,Paraíba,Nordeste,47,Feminino,Não,9
5338,3319,Mauá,São Paulo,Sudeste,42,Feminino,Não,10
4501,6844,Mauá,São Paulo,Sudeste,33,Feminino,Sim,8
4660,1680,São Paulo,São Paulo,Sudeste,36,Masculino,Sim,8
5136,2971,Mauá,São Paulo,Sudeste,36,Feminino,Não,7
5707,7262,Mauá,São Paulo,Sudeste,34,Masculino,Sim,9
611,8060,Mauá,São Paulo,Sudeste,27,Masculino,Sim,9
3605,9662,Recife,Pernambuco,Nordeste,40,Feminino,Não,9
529,8303,Natal,Rio Grande do Norte,Nordeste,33,Feminino,Sim,10
4989,3059,Brasília,Distrito Federal,Centro-Oeste,40,Feminino,Sim,10
722,3775,Mauá,São Paulo,Sudeste,30,Feminino,Sim,9
6096,8675,Natal,Rio Grande do Norte,Nordeste,20,Masculino,Sim,9
3649,1630,Mauá,São Paulo,Sudeste,32,Feminino,Sim,7
754,5442,Mauá,São Paulo,Sudeste,44,Feminino,Não,9
481,5506,Rio de Janeiro,Rio de Janeiro,Sudeste,31,Feminino,Sim,8
2808,2709,São Paulo,São Paulo,Sudeste,38,Masculino,Sim,9
860,3055,Salvador,Bahia,Nordeste,46,Feminino,Não,8
367,5678,Fortaleza,Ceará,Nordeste,44,Feminino,Não,8
5726,9147,João Pessoa,Paraíba,Nordeste,42,Feminino,Não,9
1630,4411,Mauá,São Paulo,Sudeste,29,Masculino,Sim,7
2683,8045,Mauá,São Paulo,Sudeste,49,Masculino,Não,8
1161,8943,Mauá,São Paulo,Sudeste,41,Masculino,Não,10
5946,6208,Mauá,São Paulo,Sudeste,46,Feminino,Não,9
871,6176,Mauá,São Paulo,Sudeste,40,Masculino,Não,0
2766,9403,Mauá,São Paulo,Sudeste,22,Feminino,Sim,9
507,9416,Mauá,São Paulo,Sudeste,22,Masculino,Sim,10
5301,5806,Porto Alegre,Rio Grande do Sul,Sul,35,Feminino,Não,10
198,9923,Montes Claros,Minas Gerais,Sudeste,48,Masculino,Não,9
4537,1025,Teresina,Piauí,Nordeste,35,Masculino,Sim,7
5883,3569,Salvador,Bahia,Nordeste,54,Masculino,Não,8
6147,3786,Belo Horizonte,Minas Gerais,Sudeste,34,Masculino,Não,9
2732,5938,Porto Alegre,Rio Grande do Sul,Sul,45,Feminino,Não,8
2196,7697,Montes Claros,Minas Gerais,Sudeste,45,Masculino,Não,10
452,7422,Montes Claros,Minas Gerais,Sudeste,30,Masculino,Não,9
5104,6700,Montes Claros,Minas Gerais,Sudeste,23,Feminino,Não,9
451,3212,Salvador,Bahia,Nordeste,37,Feminino,Sim,10
1097,9645,João Pessoa,Paraíba,Nordeste,29,Feminino,Não,8
1330,4669,Rio de Janeiro,Rio de Janeiro,Sudeste,46,Masculino,Não,9
4706,9521,Montes Claros,Minas Gerais,Sudeste,32,Masculino,Não,10
5046,8245,Montes Claros,Minas Gerais,Sudeste,31,Feminino,Sim,9
5629,8363,Montes Claros,Minas Gerais,Sudeste,53,Masculino,Não,10
1466,2842,Salvador,Bahia,Nordeste,58,Feminino,Não,9
2577,6759,Montes Claros,Minas Gerais,Sudeste,23,Masculino,Sim,8
4895,8384,Natal,Rio Grande do Norte,Nordeste,26,Feminino,Sim,9
2514,1026,Montes Claros,Minas Gerais,Sudeste,34,Feminino,Sim,9
3718,7227,Montes Claros,Minas Gerais,Sudeste,45,Feminino,Não,9
3688,9335,Montes Claros,Minas Gerais,Sudeste,28,Feminino,Sim,10
6052,8874,Montes Claros,Minas Gerais,Sudeste,47,Feminino,Não,9
4507,6494,Montes Claros,Minas Gerais,Sudeste,43,Feminino,Não,10
5610,3791,Belo Horizonte,Minas Gerais,Sudeste,34,Feminino,Sim,8
5025,5420,Montes Claros,Minas Gerais,Sudeste,50,Masculino,Não,10
3583,5551,Porto Alegre,Rio Grande do Sul,Sul,48,Masculino,Não,8
3887,8493,Natal,Rio Grande do Norte,Nordeste,33,Feminino,Sim,9
3668,8763,Montes Claros,Minas Gerais,Sudeste,40,Masculino,Não,7
159,8145,Montes Claros,Minas Gerais,Sudeste,29,Feminino,Sim,9
1526,4421,Petrolina,Pernambuco,Nordeste,28,Masculino,Sim,7
6124,7763,Campinas,São Paulo,Sudeste,44,Masculino,Não,6
4987,1480,Montes Claros,Minas Gerais,Sudeste,29,Masculino,Sim,9
5918,2443,Salvador,Bahia,Nordeste,23,Feminino,Não,9
2853,6212,Porto Alegre,Rio Grande do Sul,Sul,34,Masculino,Sim,7
2765,4255,Montes Claros,Minas Gerais,Sudeste,38,Feminino,Não,9
6118,9478,Montes Claros,Minas Gerais,Sudeste,43,Feminino,Não,10
1359,8616,Montes Claros,Minas Gerais,Sudeste,39,Feminino,Sim,10
2562,9578,Montes Claros,Minas Gerais,Sudeste,45,Feminino,Não,9
3974,2062,Montes Claros,Minas Gerais,Sudeste,63,Feminino,Não,9
4954,5234,Montes Claros,Minas Gerais,Sudeste,54,Feminino,Não,8
1807,5924,Fortaleza,Ceará,Nordeste,35,Masculino,Não,7
1238,6187,Fortaleza,Ceará,Nordeste,38,Feminino,Não,9
3290,4125,Montes Claros,Minas Gerais,Sudeste,48,Masculino,Não,9
4798,3625,Salvador,Bahia,Nordeste,34,Feminino,Sim,6
4697,6520,Montes Claros,Minas Gerais,Sudeste,40,Masculino,Sim,10
6076,4891,Montes Claros,Minas Gerais,Sudeste,30,Feminino,Sim,10
5442,7824,Campinas,São Paulo,Sudeste,41,Masculino,Não,8
4730,7452,Montes Claros,Minas Gerais,Sudeste,36,Feminino,Sim,7
1910,6206,Porto Alegre,Rio Grande do Sul,Sul,18,Feminino,Sim,9
5706,6664,Fortaleza,Ceará,Nordeste,35,Feminino,Não,9
1817,2199,Montes Claros,Minas Gerais,Sudeste,29,Masculino,Não,8
34,8471,Montes Claros,Minas Gerais,Sudeste,35,Masculino,Sim,9
1284,1968,Recife,Pernambuco,Nordeste,42,Feminino,Não,9
4254,5433,Montes Claros,Minas Gerais,Sudeste,35,Feminino,Sim,9
150,8016,Campinas,São Paulo,Sudeste,28,Feminino,Sim,7
344,3495,Boa Vista,Roraima,Norte,45,Masculino,Não,10
1317,5859,Boa Vista,Roraima,Norte,37,Masculino,Sim,8
3910,3666,Boa Vista,Roraima,Norte,33,Masculino,Não,10
4395,1860,São Paulo,São Paulo,Sudeste,42,Feminino,Não,9
3244,5034,Boa Vista,Roraima,Norte,35,Feminino,Não,10
6004,9664,Boa Vista,Roraima,Norte,42,Feminino,Não,9
1157,8327,Natal,Rio Grande do Norte,Nordeste,25,Feminino,Sim,9
3853,7841,Campinas,São Paulo,Sudeste,34,Masculino,Sim,7
3753,5273,Boa Vista,Roraima,Norte,37,Feminino,Sim,8
4131,6973,Boa Vista,Roraima,Norte,69,Feminino,Não,6
4568,1496,Boa Vista,Roraima,Norte,28,Feminino,Não,10
5748,3635,Boa Vista,Roraima,Norte,36,Masculino,Sim,9
1709,5745,Boa Vista,Roraima,Norte,43,Masculino,Não,8
2679,1772,São Paulo,São Paulo,Sudeste,50,Feminino,Não,10
3316,4742,Boa Vista,Roraima,Norte,36,Feminino,Sim,4
242,3924,Belo Horizonte,Minas Gerais,Sudeste,39,Feminino,Sim,9
132,8585,Natal,Rio Grande do Norte,Nordeste,36,Masculino,Sim,9
554,7188,Boa Vista,Roraima,Norte,18,Masculino,Sim,10
1624,4377,Belo Horizonte,Minas Gerais,Sudeste,39,Feminino,Sim,9
3383,9631,Boa Vista,Roraima,Norte,32,Feminino,Sim,7
482,7315,Boa Vista,Roraima,Norte,36,Feminino,Não,9
4742,2949,Boa Vista,Roraima,Norte,42,Masculino,Não,9
545,9406,Boa Vista,Roraima,Norte,25,Masculino,Sim,10
2652,7241,Boa Vista,Roraima,Norte,29,Feminino,Sim,10
3757,7699,Boa Vista,Roraima,Norte,28,Masculino,Sim,7
826,5230,Rio de Janeiro,Rio de Janeiro,Sudeste,30,Masculino,Sim,8
2874,7939,Boa Vista,Roraima,Norte,49,Feminino,Não,10
5685,8367,Boa Vista,Roraima,Norte,35,Masculino,Sim,10
5704,7820,Boa Vista,Roraima,Norte,41,Masculino,Não,9
6163,8050,Boa Vista,Roraima,Norte,28,Feminino,Não,9
